district,name,location,taluk,village,status,contacts,facilities_available,total_people,total_males,total_females,total_infants,food_req,clothing_req,sanitary_req,medical_req,other_req
ptm,"MSHS, Ranni","MSHS, Ranni",Ranni,Ranni,active,,,250,,,,,,,,
ekm,LF LPS OONUKAL,"LF LPS OONUKAL,AVOLICHAL,NERIAMANGALAM",KOTHAMANGALAM,KUTTAMANGALAM,active,"ABDUL SALAM(DT) - 9447900521		
KUTTAMANGALAM -8547613410		
NERIAMANGALAM -9446897926",,172,85,68,19,,,,,
idk,"CMS LPS,Puthedu","CMS LPS,Puthedu",Thodupuzha,Elappally,active,,,52,17,25,10,,,,,
ptm,"MTH School, Maramon","MTH School, Maramon, Ward-8",Thiruvalla,Thottapuzhassery,active,,,568,,,,,,,,
mpm,Madrassathul Badriyya Olappeedika,"Attillam
Pariyapuram
Tanur",Tirur,Pariyapuram,closed,"9497604541, 
8547615520",,63,32,31,1,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്,
koz,St.Sebastian H S S Koodaranji,"Koodaranji PO
Thruvambady Via
Kozhikode District
673604",Thamarassery,Koodaranji,active,"Village Office
04952255133
8547616139
8891723141
9946699324
GramaPanchayath
04952252027",Yes,393,,,,Yes,Yes,Yes,Yes,
idk,"Govt LPS,Edadu","Govt LPS,Edadu",Thodupuzha,Elappally,active,,,100,39,40,21,,,,,
mpm,GLPS Pariyapuram,"Pariyapuram
Tanur",Tirur,Pariyapuram,closed,"9497604541,
8547615520, 
9745655614",,175,74,101,0,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്
ekm,"OURLADY LPS,KAVALANGAD","OURLADY LPS,KAVALANGAD,3 CENT COLONY",KOTHAMANGALAM,KUTTAMANGALAM,active,"ABDUL SALAM(DT) - 9447900521
KUTTAMANGALAM -8547613410",,27,9,13,5,,,,,
ptm,"Littleflower LPSchool, Maramon","Littleflower LPSchool, Maramon, Ward-8",Thiruvalla,Thottapuzhassery,active,,,650,,,,,,,,
idk,Govt LPS Elappally,Govt LPS Elappally,Thodupuzha,Elappally,active,,,63,29,26,8,,,,,
ptm,"GLPS ,Karayathu","GLPS ,Karayathu",Kozhencherry,Mezhuveli,active,,,105,,,,,,,,
ptm,"Community Hall,Pathisseri","Community Hall,Pathisseri",Kozhencherry,Mezhuveli,active,,,25,7,6,,,,,,
mpm,Sobaparamba GLP School,Tanur,Tirur,Tanur,closed,"9497604541, 
8547615520, 
9895185921",,58,35,21,1,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്,ഉണ്ട്
ptm,"MTLP School, Nedumprayar","MTLP School, Nedumprayar, Ward-7",Thiruvalla,Thottapuzhassery,active,,,640,,,,,,,,
idk,"IHEP UPS,Moolamattom","IHEP UPS,Moolamattom",Thodupuzha,Elappally,active,,,8,4,4,,,,,,
ptm,"GIS UPS ,Kokulanji","GIS UPS ,Kokulanji",Kozhencherry,Mezhuveli,active,,,30,,,,,,,,
mpm,ALPS Edakkanad,"Purathur
Tirur",Tirur,Purathur,active,,,653,283,297,73,,,,,
idk,"St Marys HS,Thekkemala","St Marys HS,Thekkemala,Peruvanthanam",Peermedu,Peruvanthanam,active,,,33,11,13,9,,,,,
ptm,Kattepuram Anganwadi,"Anganwadi Buildng, Kattepuram, Wardd-6",Thiruvalla,Thottapuzhassery,active,,,400,,,,,,,,
ekm,SANGAMA KAVALA ANGANWADI,"SANGAMA KAVALA ANGANWADI,",KOTHAMANGALAM,Varappetty,active,"JOJU ANTONY-7558817546		
VARAPPETTY -8547613411",,16,,,,,,,,
mpm,Idasserikkunn madrassa,ഇടശ്ശേരിക്കുന്ന് മദ്രസ്സ,Kondotty,Vazhakkad,active,,,478,,,,,,,,
idk,"St George HS,Mukkulam","St George HS,Mukkulam",Peermedu,Kokkayar,active,,,19,9,7,3,,,,,
mpm,CBHSS vallikkunnu,,Tirurangadi,vallikkunnu,active,,,158,57,71,,,,,,
ptm,Kattepuram MTLP School,"MTLP School, Kattepuram, Ward-4",Thiruvalla,Thottapuzhassery,active,,,610,,,,,,,,
ekm,INCHOOR CHURCH PARISH HALL,INCHOOR CHURCH PARISH HALL,KOTHAMANGALAM,Varappetty,active,"JOJU ANTONY-7558817546		
VARAPPETTY -8547613411",,155,,,,,,,,
mpm,AMLP School Ponmala,"Ponmala, Kizhakkethala
Tirur",Tirur,Ponmala,closed,Rayinkutty -  9847656532,,37,30,7,0,,,,,
idk,"Panchayat Communitty Hall,Vemply","Panchayat Communitty Hall,Vemply,Kokkayar",Peermedu,Kokkayar,active,,,53,23,19,11,,,,,
ptm,"Anganvadi ,Kalluvarambil","Anganvadi ,Kalluvarambil",Kozhencherry,Kulanada,active,,,18,,,,,,,,
mpm,GLPS Ozhur,"Ozhur
Tirur",Tirur,Ozhur,closed,,,31,18,13,0,,,,,
alp,Nedumbrakkad Govt UP school,"CMC-8, Cherthala - Thavanakkadavu Rd, Kodathikavala, Nedumprakkad, Kerala 688524",Cherthala,Cherthala,active,shajahan- 9846148151,,1384,554,610,1,available,available,available,available,
idk,"St Maria Gorethi UPS,Meloram","St Maria Gorethi UPS,Meloram,Kokkayar",Peermedu,Kokkayar,active,,,193,64,72,57,,,,,
ptm,"DTPC Center, Kaippuzha","DTPC Center, Kaippuzha",Kozhencherry,Kulanada,active,,,17,,,,,,,,
ekm,KUDAMUNDA ANGANWADI,KUDAMUNDA,KOTHAMANGALAM,Varappetty,active,"JOJU ANTONY-7558817546		
VARAPPETTY -8547613411",,126,,,,,,,,
mpm,KHAMLPS kodakkad,,Tirurangadi,kodakkad,active,,,106,51,55,,,,,,
ptm,"Vayanashala ,Puthuvakkal","Vayanashala ,Puthuvakkal",Kozhencherry,Kulanada,active,,,35,,,,,,,,
mpm,V J P AMUP School,"Niramaruthur
Tirur",Tirurangadi,Moonniyur,active,,,0,0,0,0,,,,,
idk,Plakkathadam Communitty Hall,Plakkathadam Communitty Hall,Peermedu,Peermedu,active,,,40,19,14,7,,,,,
ptm,"Model Anganvadi,Njettoor","Model Anganvadi,Njettoor",Kozhencherry,Kulanada,active,,,31,,,,,,,,
ptm,"DVNSUP ,Ullannoor","DVNSUP ,Ullannoor",Kozhencherry,Kulanada,active,,,78,,,,,,,,
idk,"Govt LPS,Azhutha","Govt LPS,Azhutha",Peermedu,Peermedu,active,,,153,56,63,34,,,,,
mpm,Vallathol AUP School,,Tirur,Mangalam,closed,,,57,57,0,0,,,,,
ekm,LPS KOZHIPPILLY,"LPS KOZHIPPILLY,KOTHAMANGALAM",KOTHAMANGALAM,Varappetty,active,"JOJU ANTONY-7558817546
VARAPPETTY -8547613411",,73,30,43,,,,,,
idk,Govt LPS Murinjapuzha,"Govt LPS ,Murinjapuzha",Peermedu,Peermedu,active,,,54,22,20,12,,,,,
ptm,"Orthodox Church Auditorium ,Manthuka","Orthodox Church Auditorium ,Manthuka",Kozhencherry,Kulanada,active,,,49,,,,,,,,
mpm,Tharish GLP School,Tharish (PO) Karuvarakundu,Nilambur,Karuvarakundu,closed,04931 280639,,166,77,80,9,,,,,
ptm,"GUPS ,Manthuka","GUPS ,Manthuka",Kozhencherry,Kulanada,active,,,252,,,,,,,,
idk,"St Thomas LPS,Kochukarintharuvi","St Thomas LPS,Kochukarintharuvi",Peermedu,Vagamon,active,,,53,18,14,21,,,,,
idk,"Govt HSS,Vagamon","Govt HSS,Vagamon",Peermedu,Vagamon,active,,,94,28,29,37,,,,,
mpm,duplicate,"Karuvarakundu (PO), Pin-676523,",Nilambur,Karuvarakundu,duplicate,9447927911,,0,0,0,0,ആവശ്യമുണ്ട്,ആവശ്യമുണ്ട്,ആവശ്യമുണ്ട്,ആവശ്യമുണ്ട്,ആവശ്യമുണ്ട്
mpm,PULLUR MADRASSA,"ELIKKATTI PARAMBU, THEKKANKUTTUR (PO)",Tirur,Thalakkad,active,"8547615503 VILLAGE OFFICER
9496047954 PRESIDENT
9496047955 SECRETARY",,73,21,31,21,,,,,
ekm,Govt LPS Elaghavam,"Puthuppady,Elaghavam",KOTHAMANGALAM,Varappetty,active,"JOJU ANTONY-7558817546
VARAPPETTY-8547613411",,276,,,,,,,,
idk,"SNDP Building,Kombayar","SNDP Building,Kombayar",Udumbanchola,Parathodu,active,,,84,32,42,10,,,,,
mpm,KAIRALI AUDITORIUM,"POOZHIKUNNU,BP ANGADI (PO)",Tirur,Thalakkad,closed,"""8547615503 VILLAGE OFFICER
9496047954 PRESIDENT
9496047955 SECRETARY""",,527,172,201,154,,,,,
alp,Govt ITI MAVELIKARA,Mavelikara,Mavelikara,Thekkekara,active,9447804225 Naven,,114,51,60,3,,,,,
alp,Goverment East L.P.SchoolCherthala,"Cherthala,, Chakkarakulam, Cherthala, Kerala 688524",Cherthala,Cherthala,active,0478 218 3619,,628,205,303,1,available,available,available,available,
ptm,"MTLPS ,Ulanadu","MTLPS ,Ulanadu",Kozhencherry,Kulanada,active,,,42,,,,,,,,
idk,"St Joseph LPS,Kailasom","St Joseph LPS,Kailasom",Udumbanchola,Parathodu,active,,,38,17,13,8,,,,,
mpm,CHERIYAMUNDATH QUARTERS,"KOONHOOLIKADAVU, POOKAITHA,MANGATTIRI (PO)",Tirur,Thalakkad,closed,"""8547615503 VILLAGE OFFICER
9496047954 PRESIDENT
9496047955 SECRETARY""",,67,25,36,6,,,,,
idk,"St Philominas HS,Upputhara","St Philominas HS,Upputhara",Peermedu,Upputhara,active,,,267,113,99,55,,,,,
mpm,AMUP SCHOOL KANHIRAKKOL,"OSAMPADI, THEKKANKUTTUR (PO)",Tirur,Thalakkad,closed,"""8547615503 VILLAGE OFFICER
9496047954 PRESIDENT
9496047955 SECRETARY""",,80,26,29,25,,,,,
ptm,"MDLPS, Panangadu","MDLPS, Panangadu",Kozhencherry,Kulanada,active,,,97,,,,,,,,
idk,"Velamkanni Matha Parish Hall,Myladumpara","Velamkanni Matha Parish Hall,Myladumpara",Udumbanchola,Parathodu,active,,,20,8,6,6,,,,,
ptm,"GUPS ,Kaippuzha","GUPS ,Kaippuzha",Kozhencherry,Kulanada,active,,,76,,,,,,,,
idk,"Anganawadi,Moolathara","Anganawadi,Moolathara",Udumbanchola,Poopara,active,,,20,6,7,7,,,,,
ptm,Chakkulathu Temple Auditorium,Chakkulathu Temple Auditorium,Kozhencherry,Omalloor,active,,,42,,,,,,,,
idk,St.Paul CSI Church,St.Paul CSI Church,Peermedu,Elappara,active,,,137,60,50,27,,,,,
tvm,Hillview Residence Association Hall,Aduvally,Kattakkada,Kallikkadu,closed,0471-2272342,,77,37,39,1,NO,NO,NO,NO,Closed
alp,Vandikappally Hidyath ul Islam Cenre,"Vandikappally Hidyath ul Islam Cenre,Karthikappally P O,Chigoli",Karthikappaly,Chingoli,active,9497777911,,80,,,,,,,,43 families
idk,"St Marys LPS,Chembalam","St Marys LPS,Chembalam",Udumbanchola,Pampadumpara,active,,,143,52,69,22,,,,,
idk,LPS Pallikkunnu,LPS Pallikkunnu,Peermedu,Elappara,active,,,65,20,29,16,,,,,
alp,Holy Trinity Central School,"Holy Trinity Central School,Karthikappally P O,Chingoli",Karthikappaly,Chingoli,active,9497777911,,500,,,,,,,,150 familes
ptm,GLPS Attarikam,GLPS Attarikam,Kozhencherry,Omalloor,active,,,27,,,,,,,,
tvm,Sisumandhiram Kallikkadu,"Kallikkadu,Kallikkadu P O",Kattakkada,Kallikkadu,closed,0471-2272341,,47,14,19,14,NO,NO,NO,NO,Closed
tvm,MENAMKULAM LPS,"MenamKulam, Near Village Office",Thiruvananthapuram,MENAMKULAM,closed,8547610131 - Village Officer,"All facilities like Medical, food, Light,  Clothes, Toilets etc.",25,10,15,0,,,,,
alp,St Thomas High School,,Karthikappaly,Chingoli,active,9497777911,,500,,,,,,,,150 families
ptm,Kuriyannur LP School,"Kuriyannur LP School, Kuriyannur, Ward-4",Kozhenchery,Thottapuzhassery,active,,,588,,,,,,,,
idk,"Chrituraj HS,Valiyathovala","Chrituraj HS,Valiyathovala",Udumbanchola,Pampadumpara,active,,,163,53,67,43,,,,,
tcr,"APPUNNI MEMORIAL SCHOOL, CHEMMANNOOR","APPUNNI MEMORIAL SCHOOL, CHEMMANNOOR
ARTHAT",KUNNAMKULAM,ARTHAT,active,"Seemanthini ,Village Officer Arthat.Mob:8547614633

Sanal - 9539832923",,74,25,29,,,,,,
idk,"St Thomas Orthodox Church,Helibariya","St Thomas Orthodox Church,Helibariya,Elappara",Peermedu,Elappara,active,,,85,32,34,19,,,,,
idk,"Govt LPS,Sanyasioda","Govt LPS,Sanyasioda",Udumbanchola,Pampadumpara,active,,,163,53,67,43,,,,,
tvm,High School Neyyardam,"Neyyardam,Kallikkadu",Kattakkada,Kallikkadu,active,0471-2272340,,111,26,39,23,NO,NO,NO,NO,Running
ekm,U C College Aluva,"Union Christian College Campus
U C College PO, Aluva, Kerala 683102",Aluva,Aluva West,active,"Rashimon C A - 9446068288
Villlage officer Aluva West- 8547613703",,,,,,,,,,
alp,Karthikappaly UPS,,Karthikappaly,Chingoli,active,,,60,22,38,,,,,,17 families
idk,"SN Audotorium,Mundiyeruma","SN Audotorium,Mundiyeruma",Udumbanchola,Pampadumpara,active,,,38,10,18,10,,,,,
tcr,KUTHAMPULLY,"KUTHAMPULLY
KANIYARKODE",Thalappilli,KANIYARKODE,active,,,60,,,,,,,,
tcr,ANGANAVADI,"ANGANAVADI
MAYANNUR",THALAPILLY,MAYANNUR,closed,,,3,,,,,,,,
tvm,Lutharan LP School,Chamavilapuram,Kattakkada,Kallikkadu,closed,0471-2272339,,104,46,51,7,NO,NO,NO,NO,Closed
idk,"Govt LPS,Third Camp","Govt LPS,Third Camp",Udumbanchola,Karunapuram,active,,,73,32,27,14,,,,,
tcr,SARASWATHI VILASAM SCHOOL,"SARASWATHI VILASAM SCHOOL
MAYANNUR",THALAPPILLY,MAYANNUR,closed,,,76,24,37,15,,,,,
tcr,ST.THOMAS MAYANNUR,ST.THOMAS MAYANNUR,Thalappilli,MAYANNUR,active,,,72,,,,,,,,
tvm,GLPS Channankara,Channankara,Thiruvananthapuram,KADINAMKULAM,closed,"Camp Closed
8547610122 - Village Officer",,101,61,40,0,,,,,
idk,"Govt LPS,Muttukadu","Govt LPS,Muttukadu",Udumbanchola,Kalkoonthal,active,,,150,68,60,22,,,,,
idk,"St Thomas HS,Mavadi","St Thomas HS,Mavadi",Udumbanchola,Kalkoonthal,active,,,80,30,36,14,,,,,
tvm,Mylachal HSS,"Ottasekharamangalam.P.O,695125",Neyyattinkara,Keezharoor,closed,9496040633,,8,2,6,,NO,NO,NO,NO,Closed
idk,Anavachal Eco Development Committe,Anavachal Eco Development Committe,Peermedu,Kumily,active,,,24,7,12,5,,,,,
idk,"Govt HSS,Ezhukumvayal","Govt HSS,Ezhukumvayal",Udumbanchola,Kalkoonthal,active,,,83,35,32,16,,,,,
tvm,KARICHARA GLPS,"Karichara, Pallippuram P.O. - 695316",Thiruvananthapuram,Pallipuram,closed,"Camp Closed
9562094365 - Ward Member
8547610121 - Village Officer",All facilities.,23,8,15,,Milk Powder,Dress for children between  5-11 yrs.,"Cleaning Items - Lotion, Bleaching Powder.",,
idk,"Govt VHS,Nedumkandom","Govt VHS,Nedumkandom",Udumbanchola,Kalkoonthal,active,,,209,80,100,29,,,,,
idk,"GHSS,Amaravathy","GHSS,Amaravathy,Kumily",Peermedu,Kumily,active,,,316,112,122,82,,,,,
idk,"TRibal UPS,Kumily","TRibal UPS,Kumily",Peermedu,Kumily,active,,,191,71,83,37,,,,,
idk,"Chrishuraja UPS,Manjappara","Chrishuraja UPS,Manjappara",Udumbanchola,Kalkoonthal,active,,,290,100,150,40,,,,,
tvm,LPS Poozhanadu,Poozhanadu P O,Kattakkada,Ottasekharamangalam,closed,9495340063,,23,17,6,,NO,NO,NO,NO,Closed on 17.08.208 at 4pm
mpm,"Trikkulam High School, Tirurangadi","Tirurangadi village
Tiruangadi taluk",Tirurangadi,Tirurangadi,active,,,683,366,191,126,,,,,
idk,"St Joseph LPS,Pachady","St Joseph LPS,Pachady",Udumbanchola,Kalkoonthal,active,,,319,120,150,49,,,,,
alp,MMK LPS Pathiyookala,"Pathiyoorkala M M K M LPS, Pathiyoorkala,Pathiyoor Keerikad. P.O. ‐ 690 508",Karthikappaly,Pathiyoor,active,9496772786,,1250,,,,,,,,
tvm,Govt.LPS Puravimala,"Puravimala,Mayam P.O",Kattakkada,Vazhichal,active,Village Officer-8547610227,,127,84,75,,NO,NO,NO,NO,Nill
tvm,St.George LPS Amboori,"Amboori,Amboori P O",Kattakkada,Amboori,closed,Village Officer Amboori-8547610220,,74,18,35,,No,NO,NO,No,Nil
idk,"SNDP,Kattakkala","SNDP,Kattakkala",Udumbanchola,Kalkoonthal,active,,,125,48,50,27,,,,,
alp,"Sree Ayyappa College, Eramallikkara","Eramallikkara, Chengannur, Alappuzha",Chengannur,Thiruvanvandoor,active,,,,,,,,,,,
idk,"Church,Kattakkala","Church,Kattakkala",Udumbanchola,Kalkoonthal,active,,,135,40,55,40,,,,,
alp,AK School,"Chengannur, Alappuzha",Chengannur,Chengannur,active,,,,,,,,,,,
alp,Mazhukkeer School,"Mazhukkeer, Chengannur, Alappuzha",Chengannur,Chengannur,active,,,,,,,,,,,
idk,"Communitty Hall,Charalmedu","Communitty Hall,Charalmedu",Udumbanchola,Kalkoonthal,active,,,177,67,70,40,,,,,
idk,Chndravanam Anganavady,"Chndravanam Anganavady,Manchumala,Peermedu",Peermedu,Manchumala,active,,,497,170,190,137,,,,,
alp,Pennukkara,,Chengannur,Ala,active,,,,,,,,,,,
alp,"Viswakarma Hall, Chengannur","Chengannur, Alappuzha",Chengannur,Chengannur,active,,,,,,,,,,,
idk,"St Thomas LPS,Erattayar","St Thomas LPS,Erattayar",Udumbanchola,Erattayar,active,,,428,217,209,2,,,,,
kol,GLPS VALIYAKULANGARA,"VALIYAKULANGARA,OCHIRA",KARUNAGAPPALLY,OCHIRA,active,8547610812,,8,3,2,3,,,,,
alp,"Knanaya Church, Mazhukkeer","Mazhukkeer, Chengannur, Alappuzha",Chengannur,Chengannur,active,,,,,,,,,,,
mpm,GUP school pulliyil,"ജി.യു പി  സ്കൂള്‍ പുള്ളിയില്‍
നല്ലംന്തണ്ണി പി.ഒ.",Nilambur,Karulayi,closed,"""8547615903 (വില്ലേജ് ഓഫീസര്‍)
9496047788 (പഞ്ചായത്ത് പ്രസിഡന്റ്)
9496047789 (സെക്രട്ടറി)""",,169,78,89,7,പാകം ചെയ്ത നല്‍കുന്നു,എല്ലാവര്‍ക്കും ആവശ്യത്തിന് വസ്ത്രം ലഭ്യാമാണ്,ലഭ്യമാണ്,ലഭ്യമാണ്,
alp,"St. Mary's HSS, Kallissery","Kallissery, Chengannur, Alappuzha",Chengannur,Chengannur,active,,,,,,,,,,,
ekm,URULANTHANNY SARASWATHY SCHOOL,"URULANTHANNY SARASWATHY SCHOOL,KNACHERRY",KOTHAMANGALAM,KUTTAMPUZHA,active,"SAIDU PAUL(DT) - 9447578757		
KUTTAMPUZHA- 8547613408",,45,,,,,,,,
tcr,Vellur L.P.S.,"Vellur L.P.S.
PUTHENCHIRA",MUKUNDAPURAM,PUTHENCHIRA,active,,,,,,,,,,,
tcr,St. Thomas Mayannur,,Thalappilli,Mayannur,active,,,72,,,,,,,,
kol,"VALLIYATHU CENTRAL SCHOOL,PANMANA","PANMANA,KARUNAGAPPALLY",KARUNAGAPPALLY,PANMANA,active,8547610805,,119,35,56,28,,,,,
tcr,Mankidi Govt school,"Mankidi Govt school
PUTHENCHIRA",MUKUNDAPURAM,PUTHENCHIRA,active,,,,,,,,,,,
alp,"Knanaya Church, Kallissery","Kallissery, Chengannur, Alappuzha",Chengannur,Chengannur,active,,,,,,,,,,,
idk,"Govt LPS,Sasthanada","Govt LPS,Sasthanada",Udumbanchola,Chakkupallam,active,,,87,29,28,30,,,,,
tvm,All Saints College,Beach Circle,Thiruvananthapuram,Pettah,active,9496434426,,201,120,81,,,,,,
tcr,"UMLPS, Thoravankadu","UMLPS, Thoravankadu
PULLUR",MUKUNDAPURAM,PULLUR,active,,,,,,,,,,,
tcr,Poomala GHSS,,Thalappilli,Thekkumkara,active,,,130,,,,,,,,
tcr,St. Joseph convent HS karuvannur,"St. Joseph convent HS karuvannur
PORATHUSSERY",MUKUNDAPURAM,PORATHUSSERY,active,,,,,,,,,,,
tcr,St.Antonys LPS Moorkkanad,"St.Antonys LPS Moorkkanad
PORATHUSSERY",MUKUNDAPURAM,PORATHUSSERY,active,,,,,,,,,,,
kol,"SNVLPS,THEVALAKKARA",THEVALAKKARA .KOLLAM,KARUNAGAPPALLY,THEVALAKKARA,active,8547610807,,435,170,190,75,,,,,
tcr,UPS Painkulam,,Thalappilli,Panjal,active,,,71,,,,,,,,
tcr,Vidya Jyothi HSS,"Vidya Jyothi HSS 
POOMANGALAM",MUKUNDAPURAM,POOMANGALAM,active,,,,,,,,,,,
tcr,ST.Merys LP school,"ST.Merys LP school
POOMANGALAM",MUKUNDAPURAM,POOMANGALAM,active,,,,,,,,,,,
tvm,Vettukadu UPS,Beach Circle,Thiruvananthapuram,Pettah,closed,,,111,,,,,,,,
idk,"St Xaviours HSS,Chemmannar","St Xaviours HSS,Chemmannar",Udumbanchola,Kanthippara,active,,,230,90,110,30,,,,,
tcr,S.N.G.U.P.S Edakkulam,"S.N.G.U.P.S Edakkulam
POOMANGALAM",MUKUNDAPURAM,POOMANGALAM,active,,,,,,,,,,,
tcr,GUPS School,,Thalappilli,Puthuruthi,active,,,65,,,,,,,,
kol,"MS HSS,VENGA","VENGA,MYNAGAPPALLY",KUNNATHOOR,MYNAGAPPALLY,active,8547610902,,23,10,12,1,,,,,
alp,MPLPS Puthenkavu,"MPLPS Puthenkavu ,Mulakkuzha, Chengannoor",Chengannoor,Mulakkuzha,active,,,,,,,,,,,
idk,"St Sebastian HS,Kanthipara","St Sebastian HS,Kanthipara",Udumbanchola,Kanthippara,active,,,40,15,20,5,,,,,
tcr,Puthuruthi School,,Thalappilli,Mundathikkode,active,,,17,,,,,,,,
tvm,"Bhagavathi Trust Shool ,Azhoor","Azhoor, Perunguzhi P O695305",ChirayinKeezhu,Azhoor,closed,"Camp Closed
8547610402 - Village Officer
8921914186 - School Manager
04702636255 _ Azhoor Panchayat",All facilities,108,46,72,0,,,,,
idk,"Panchayat HSS,Manchumala","Panchayat HSS,Manchumala,Peermedu",Peermedu,Manchumala,active,,,496,157,190,149,,,,,
tcr,ST.John CBSE School,"ST.John CBSE School
PARAPPUKKARA",MUKUNDAPURAM,PARAPPUKKARA,active,,,,,,,,,,,
tvm,Valiya vila LPS,Thirumala Circle,Thiruvananthapuram,Thirumala,closed,,,28,,,,,,,,
idk,"Govt HS,Udumbanchola","Govt HS,Udumbanchola",Udumbanchola,Udumanchola,active,,,149,63,60,26,,,,,
tvm,Mudavanmugal LPS,Thirumala Circle,Thiruvananthapuram,Thirumala,active,,,40,,,,,,,,
kol,"GUPS,KUMARAMCHIRA","KUMARAMCHIRA,SOORANAD SOUTH",KUNNATHOOR,SOORANAD SOUTH,active,8547610908,,131,57,62,12,,,,,
tcr,GLPS Cheruthuruthi,,Thalappilli,Cheruthuruthi,active,,,17,,,,,,,,
idk,"St Joseph parish Hall,Vallakkadavu","St Joseph parish Hall,Vallakkadavu",Peermedu,Manchumala,active,,,474,170,188,116,,,,,
idk,"St Benedict School,Mavadi","St Benedict School,Mavadi",Udumbanchola,Udumanchola,active,,,125,52,65,8,,,,,
tvm,Estate ward St.Anony's School,Nemom Circle,Thiruvananthapuram,Nemom,closed,SAYITHRA	7356863462,,52,,,,,,,,
tcr,Anappara Metric School,,Thalappilli,Kaniyarkode,active,,,36,,,,,,,,
kol,"PUTHANADA SCHOOL,MUNDAKKAL","MUNDAKKAL,KOLLAM",KOLLAM,MUNDAKKAL,active,8547610510,,85,26,40,19,,,,,
idk,"Orthodox Church,Karimkulam Chappath","Orthodox Church,Karimkulam Chappath",Udumbanchola,Anavilasam,active,,,158,60,71,27,,,,,
tvm,Karumam School,Nemom Circle,Thiruvananthapuram,Nemom,active,,,85,,,,,,,,
alp,KPS Piralasseri,"KPS Piralasseri , Piralasseri.P.O , Chengannoor.",Chengannoor,Mulakkuzha,active,,,,,,,,,,,
kol,MSM HSS MANGADU,"MANGADU,KOLLAM",KOLLAM,MANGADU,active,8547610508,,126,39,61,26,,,,,
idk,"St Antonys Parish Hall,Karikulam,Chappath","St Antonys Parish Hall,Karikulam,Chappath",Udumbanchola,Anavilasam,active,,,27,16,9,2,,,,,
tvm,Koliyacode School,Nemom Circle,Thiruvananthapuram,Nemom,closed,,,83,,,,,,,,
idk,"Fathima Matha HS,Mlamala","Fathima Matha HS,Mlamala,Manchumala,Peermedu",Peermedu,Manchumala,active,,,85,33,36,16,,,,,
kol,GOVT HSS VALLIKEEZHU,"VALLIKEEZHU,KOLLAM",KOLLAM,SAKTHIKULANGARA,active,8547610507,,24,6,12,6,,,,,
mpm,Nusrathul Madrasa,"Naduvattam village
Tirur taluk",Tirur,Naduvattam,active,,,89,35,37,17,,,,,
tcr,GLPS Paruthipra,,Thalappilli,Kumaranellur,active,,,10,,,,,,,,
tvm,Medical College HI Office(Terrace),Medical College,Thiruvananthapuram,Ulloor,closed,,,4,,,,,,,,
idk,Vandiperiyar Govt UPS,"Vandiperiyar Govt UPS,Manchumala,Peermedu",Peermedu,Manchumala,active,,,426,176,178,72,,,,,
kol,St THOMAS LPS.SAKTHIKULANGARA,"SAKTHIKULANGARA,KOLLAM",KOLLAM,SAKTHIKULANGARA,active,8547610507,,295,105,108,82,,,,,
mpm,Pullooni LPS,"Mangalam village
Tirur taluk",Tirur,Mangalam,closed,,,0,0,0,0,,,,,
idk,"Govt LPs Karimkulam,Chappath","Govt LPs Karimkulam,Chappath",Udumbanchola,Anavilasam,active,,,25,11,12,2,,,,,
mpm,Darul ulum Madrasa,"Mangalam village
Tirur taluk",Tirur,Mangalam,closed,,,327,181,146,4,,,,,
wnd,G.U.P.S Karachal,"Karachal P.O, Ambalavayal",Sulthan Bathery,Ambalavayal,closed,,"ബാത്ത്റൂം, കുടിവെള്ളം, ഭക്ഷണം, വസ്ത്രം, മരുന്ന്, കിടക്കാനുള്ള സൌകര്യം",118,64,62,2,,,,,Camp Closed on 18/08/2018
tcr,SMTGHS,chelakkara,Thalappilli,Chelakkara,active,,,175,,,,,,,,
kol,"St JOSEPH CONVENT,KOLLAM",KOLLAM EAST,KOLLAM,KOLLAM EAST,active,8547610503,,38,19,19,0,,,,,
idk,"Inchikadu Camp,Lutheren Camp","Inchikadu Camp,Lutheren Camp,Peermedu",Peermedu,Periyar,active,,,80,38,29,14,,,,,
tvm,Pattoor Vidhyadhiraja School,Medical College Circle,Thiruvananthapuram,Ulloor,closed,,,8,,,,,,,,
idk,Pottankadu,Pottankadu,Udumbanchola,Bysonvalley,active,,,82,41,29,12,,,,,
mpm,Maqdumiya English medium School Koottayi,"Mangalam village
Tirur taluk",Tirur,Mangalam,closed,,,178,82,96,5,,,,,
pkd,Keezhur UP School,Keezhur UP School,Ottapalam,Thrikadeeri 1,closed,,,80,32,47,1,Needed,Needed,Needed,Needed,
tcr,Cherukkad,,Thalappilli,Pallur,active,,,50,,,,,,,,
kol,UPS ELAMPAL 32,"ELAMPAL,VILAKKUDY PATHANAPURAM",PATHANAPURAM,VILAKKUDY,active,8547610716,,101,24,50,17,,,,,
mpm,Chennara UP School,"Mangalam village
Tirur taluk",Tirur,Mangalam,closed,,,0,0,0,0,,,,,
idk,"Emmanuel Parish Hall,Moonkalar","Emmanuel Parish Hall,Moonkalar,Peermedu",Peermedu,Periyar,active,,,256,87,104,65,,,,,
